label,,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,fdr
HML,32,REAC,REAC:R-HSA-1247673,Erythrocytes take up oxygen and release carbon dioxide,0.023152019394576954,True,Erythrocytes take up oxygen and release carbon dioxide,9,16,2,10835,0.125,0.2222222222222222,query_1,['REAC:R-HSA-1480926'],"['CA1', 'HBB']","[['REAC'], ['REAC']]",0.03279698945658756
HML,33,GO:BP,GO:0042743,hydrogen peroxide metabolic process,0.02419312341802137,True,"""The chemical reactions and pathways involving hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA."" [GOC:jl, PMID:21734470]",55,19,3,21010,0.15789473684210525,0.05454545454545454,query_1,"['GO:0071704', 'GO:0072593']","['HBB', 'HBD', 'PRDX2']","[['IDA', 'IBA'], ['IBA'], ['IBA', 'TAS', 'IEA']]",0.03279698945658756
HML,34,WP,WP:WP15,Selenium micronutrient network,0.024423290020863075,True,Selenium micronutrient network,86,12,3,8625,0.25,0.03488372093023256,query_1,['WP:000000'],"['F2', 'HBB', 'PRDX2']","[['WP'], ['WP'], ['WP']]",0.03279698945658756
HML,35,GO:MF,GO:0005539,glycosaminoglycan binding,0.02566597470653681,True,"""Binding to a glycan (polysaccharide) containing a substantial proportion of aminomonosaccharide residues."" [GOC:jl, ISBN:0198506732]",242,20,4,20139,0.2,0.01652892561983471,query_1,['GO:0097367'],"['CLEC3B', 'F2', 'PGLYRP2', 'SERPINA5']","[['IDA'], ['IDA'], ['IDA', 'IBA'], ['TAS', 'IEA']]",0.03283939487502734
HML,36,GO:CC,GO:0042827,platelet dense granule,0.027249710640980133,True,"""Electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins."" [GOC:jl, PMID:10403682, PMID:11487378]",21,20,2,22090,0.1,0.09523809523809523,query_1,['GO:0030141'],"['CLEC3B', 'SERPINA4']","[['TAS'], ['TAS']]",0.03283939487502734
HML,37,GO:CC,GO:0034385,triglyceride-rich plasma lipoprotein particle,0.027249710640980133,True,"""A plasma lipoprotein particle that has a hydrophobic core enriched in triglycerides surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins. Triglyceride-rich lipoprotein particles transport lipids, which are non-covalently associated with the particles, in the blood."" [GOC:BHF, GOC:mah, GOC:rl]",21,20,2,22090,0.1,0.09523809523809523,query_1,['GO:0034358'],"['APOA2', 'PCYOX1']","[['IDA', 'IBA'], ['IDA']]",0.03283939487502734
HML,38,GO:CC,GO:0034361,very-low-density lipoprotein particle,0.027249710640980133,True,"""A triglyceride-rich lipoprotein particle that is typically composed of APOB100, APOE and APOCs and has a density of about 1.006 g/ml and a diameter of between 20-80 nm. It is found in blood and transports endogenous products (newly synthesized cholesterol and triglycerides) from the liver."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]",21,20,2,22090,0.1,0.09523809523809523,query_1,['GO:0034385'],"['APOA2', 'PCYOX1']","[['IDA', 'IBA'], ['IDA']]",0.03283939487502734
HML,39,GO:MF,GO:0005344,oxygen carrier activity,0.029582850505397548,True,"""Binding to oxygen and delivering it to an acceptor molecule or a specific location."" [GOC:ai]",15,20,2,20139,0.1,0.13333333333333333,query_1,['GO:0140104'],"['HBB', 'HBD']","[['IBA', 'NAS', 'IEA'], ['IBA', 'IEA']]",0.03475984934384212
HML,40,GO:BP,GO:0090303,positive regulation of wound healing,0.03146662129123529,True,"""Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF]",60,19,3,21010,0.15789473684210525,0.05,query_1,"['GO:0042060', 'GO:0061041', 'GO:1903036']","['CPB2', 'F2', 'PRDX2']","[['IEA'], ['IDA', 'IBA', 'TAS'], ['IEA']]",0.036071492699708746
HML,41,GO:BP,GO:0030162,regulation of proteolysis,0.03586574170463641,True,"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]",693,19,6,21010,0.3157894736842105,0.008658008658008658,query_1,"['GO:0006508', 'GO:0051246']","['CLEC3B', 'CPB2', 'F2', 'FETUB', 'SERPINA4', 'SERPINA5']","[['ISS'], ['IEA'], ['IDA'], ['ISS', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IBA', 'IEA']]",0.04013547285995027
HML,42,GO:BP,GO:0030193,regulation of blood coagulation,0.04587343833792674,True,"""Any process that modulates the frequency, rate or extent of blood coagulation."" [GOC:mah]",68,19,3,21010,0.15789473684210525,0.04411764705882353,query_1,"['GO:0007596', 'GO:0032101', 'GO:0050818', 'GO:0061041', 'GO:1900046']","['CPB2', 'F2', 'PRDX2']","[['IBA', 'IEA'], ['IDA', 'IBA', 'TAS'], ['IEA']]",0.049990115032705264
HML,43,GO:BP,GO:0051241,negative regulation of multicellular organismal process,0.04686938817108729,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1102,19,7,21010,0.3684210526315789,0.006352087114337568,query_1,"['GO:0032501', 'GO:0048519', 'GO:0051239']","['ADGRB3', 'APOA2', 'CPB2', 'F2', 'PGLYRP2', 'PRDX2', 'RBP4']","[['IEA'], ['IDA'], ['IBA', 'IEA'], ['IDA', 'TAS'], ['IEA'], ['IEA'], ['ISS']]",0.049990115032705264
HML,44,GO:CC,GO:0034364,high-density lipoprotein particle,0.04886338897037652,True,"""A lipoprotein particle with a high density (typically 1.063-1.21 g/ml) and a diameter of 5-10 nm that contains APOAs and may contain APOCs and APOE; found in blood and carries lipids from body tissues to the liver as part of the reverse cholesterol transport process."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:pde, GOC:rl]",28,20,2,22090,0.1,0.07142857142857142,query_1,['GO:0034358'],"['APOA2', 'PON1']","[['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA']]",0.049990115032705264
HML,45,REAC,REAC:R-HSA-1237044,Erythrocytes take up carbon dioxide and release oxygen,0.049990115032705264,True,Erythrocytes take up carbon dioxide and release oxygen,13,16,2,10835,0.125,0.15384615384615385,query_1,['REAC:R-HSA-1480926'],"['CA1', 'HBB']","[['REAC'], ['REAC']]",0.049990115032705264
HML,46,REAC,REAC:R-HSA-1480926,O2/CO2 exchange in erythrocytes,0.049990115032705264,True,O2/CO2 exchange in erythrocytes,13,16,2,10835,0.125,0.15384615384615385,query_1,['REAC:R-HSA-382551'],"['CA1', 'HBB']","[['REAC'], ['REAC']]",0.049990115032705264
LHL,0,GO:CC,GO:0072562,blood microparticle,1.3001748781211668e-05,True,"""A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."" [GOC:BHF, GOC:mah, PMID:16373184]",136,8,4,22090,0.5,0.029411764705882353,query_1,"['GO:0005615', 'GO:0110165']","['APCS', 'APOE', 'C1S', 'PROS1']","[['HDA'], ['HDA'], ['HDA'], ['HDA']]",0.00026003497562423334
LHL,1,GO:CC,GO:0005576,extracellular region,0.00023665160898791584,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",4206,8,8,22090,1.0,0.0019020446980504042,query_1,['GO:0110165'],"['APCS', 'APOE', 'C1S', 'C4BPB', 'CEP250', 'IGHV3-38', 'PROS1', 'TTR']","[['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IEP', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['HDA'], ['IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA']]",0.0023665160898791583
LHL,2,KEGG,KEGG:04610,Complement and coagulation cascades,0.0005249748432676645,True,Complement and coagulation cascades,86,5,3,8161,0.6,0.03488372093023256,query_1,['KEGG:00000'],"['C1S', 'C4BPB', 'PROS1']","[['KEGG'], ['KEGG'], ['KEGG']]",0.0034998322884510964
LHL,3,GO:CC,GO:0005615,extracellular space,0.0015305085169419353,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",3284,8,7,22090,0.875,0.002131546894031669,query_1,"['GO:0005576', 'GO:0110165']","['APCS', 'APOE', 'C1S', 'C4BPB', 'CEP250', 'PROS1', 'TTR']","[['IDA', 'HDA', 'IBA', 'TAS'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['HDA', 'IBA'], ['IDA'], ['HDA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IBA']]",0.0076525425847096765
LHL,4,GO:BP,GO:0061045,negative regulation of wound healing,0.0021303004354256585,True,"""Any process that decreases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:dph]",70,8,3,21010,0.375,0.04285714285714286,query_1,"['GO:0032102', 'GO:0042060', 'GO:0061041', 'GO:1903035']","['APCS', 'APOE', 'PROS1']","[['IC'], ['IDA'], ['IEA']]",0.008250618197656429
LHL,5,WP,WP:WP2806,Complement system,0.0024751854592969286,True,Complement system,96,6,3,8625,0.5,0.03125,query_1,['WP:000000'],"['APCS', 'C1S', 'PROS1']","[['WP'], ['WP'], ['WP']]",0.008250618197656429
LHL,6,WP,WP:WP5090,Complement system in neuronal development and plasticity,0.0033332792034776676,True,Complement system in neuronal development and plasticity,106,6,3,8625,0.5,0.02830188679245283,query_1,['WP:000000'],"['C1S', 'C4BPB', 'PROS1']","[['WP'], ['WP'], ['WP']]",0.00952365486707905
LHL,7,GO:BP,GO:1903035,negative regulation of response to wounding,0.00486796378548883,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",92,8,3,21010,0.375,0.03260869565217391,query_1,"['GO:0009611', 'GO:0048585', 'GO:1903034']","['APCS', 'APOE', 'PROS1']","[['IC'], ['IDA'], ['IEA']]",0.012169909463722074
LHL,8,REAC,REAC:R-HSA-977606,Regulation of Complement cascade,0.006316425289247741,True,Regulation of Complement cascade,101,7,3,10835,0.42857142857142855,0.0297029702970297,query_1,['REAC:R-HSA-166658'],"['C1S', 'C4BPB', 'PROS1']","[['REAC'], ['REAC'], ['REAC']]",0.014036500642772757
LHL,9,REAC,REAC:R-HSA-977225,Amyloid fiber formation,0.008159600933965637,True,Amyloid fiber formation,110,7,3,10835,0.42857142857142855,0.02727272727272727,query_1,['REAC:R-HSA-392499'],"['APCS', 'APOE', 'TTR']","[['REAC'], ['REAC'], ['REAC']]",0.01524349104068879
LHL,10,REAC,REAC:R-HSA-166658,Complement cascade,0.008383920072378835,True,Complement cascade,111,7,3,10835,0.42857142857142855,0.02702702702702703,query_1,['REAC:R-HSA-168249'],"['C1S', 'C4BPB', 'PROS1']","[['REAC'], ['REAC'], ['REAC']]",0.01524349104068879
LHL,11,GO:BP,GO:0042060,wound healing,0.011135269742586083,True,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",419,8,4,21010,0.5,0.00954653937947494,query_1,['GO:0009611'],"['APCS', 'APOE', 'C4BPB', 'PROS1']","[['IC'], ['IDA'], ['TAS'], ['TAS', 'IEA']]",0.01855878290431014
LHL,12,GO:BP,GO:0061041,regulation of wound healing,0.012541065117140286,True,"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]",126,8,3,21010,0.375,0.023809523809523808,query_1,"['GO:0042060', 'GO:1903034']","['APCS', 'APOE', 'PROS1']","[['IC'], ['IDA'], ['IEA']]",0.01929394633406198
LHL,13,GO:BP,GO:1903034,regulation of response to wounding,0.026625119515383575,True,"""Any process that modulates the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]",162,8,3,21010,0.375,0.018518518518518517,query_1,"['GO:0009611', 'GO:0080134']","['APCS', 'APOE', 'PROS1']","[['IC'], ['IDA'], ['IEA']]",0.03803588502197654
LHL,14,GO:BP,GO:0009611,response to wounding,0.032045342600182256,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]",548,8,4,21010,0.5,0.0072992700729927005,query_1,['GO:0006950'],"['APCS', 'APOE', 'C4BPB', 'PROS1']","[['IC'], ['IDA'], ['TAS'], ['TAS', 'IEA']]",0.042727123466909676
LHL,15,KEGG,KEGG:05133,Pertussis,0.039646876086788095,True,Pertussis,76,5,2,8161,0.4,0.02631578947368421,query_1,['KEGG:00000'],"['C1S', 'C4BPB']","[['KEGG'], ['KEGG']]",0.047002096854115445
LHL,16,HPA,HPA:0461431,skin 1; extracellular matrix[≥Low],0.03995178232599813,True,skin 1; extracellular matrix[≥Low],60,6,2,11006,0.3333333333333333,0.03333333333333333,query_1,['HPA:0460000'],"['APOE', 'C1S']","[['Enhanced'], ['Supported']]",0.047002096854115445
LHL,17,GO:CC,GO:0070062,extracellular exosome,0.047565540486060376,True,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",2109,8,5,22090,0.625,0.002370791844476055,query_1,"['GO:0005615', 'GO:1903561']","['APCS', 'APOE', 'CEP250', 'PROS1', 'TTR']","[['HDA'], ['IDA', 'HDA'], ['HDA'], ['HDA'], ['HDA']]",0.049940271435395145
LHL,18,CORUM,CORUM:6821,TTR-RBP complex,0.04993169344335535,True,TTR-RBP complex,2,1,1,3383,1.0,0.5,query_1,['CORUM:0000000'],['TTR'],[['CORUM']],0.049940271435395145
LHL,19,GO:MF,GO:0046911,metal chelating activity,0.049940271435395145,True,"""The formation of bonds from two or more atoms within the same ligand to a metal atom in complexes in which the metal is part of a ring."" [ISBN:0198506732, ISBN:0716731363]",1,7,1,20139,0.14285714285714285,1.0,query_1,['GO:0046872'],['APOE'],[['IDA']],0.049940271435395145
LMH,0,GO:CC,GO:0005576,extracellular region,5.680038428879131e-28,True,"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]",4206,41,41,22090,1.0,0.009747979077508321,query_1,['GO:0110165'],"['ANXA6', 'B2M', 'C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CP', 'CPN1', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGHV1-24', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLL1', 'IGLV1-40', 'IGLV1-51', 'ITIH3', 'JCHAIN', 'KRT10', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['HDA'], ['HDA', 'TAS', 'IEA'], ['IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'NAS', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'TAS', 'NAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'HDA', 'TAS', 'NAS', 'IEA'], ['IDA', 'HDA', 'TAS', 'NAS', 'IEA'], ['IEA'], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'TAS', 'IEA'], ['TAS', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['HDA', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['HDA', 'TAS', 'NAS', 'IEA'], ['HDA', 'NAS', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS', 'NAS', 'IEA']]",1.3688892613598705e-25
LMH,1,GO:CC,GO:0072562,blood microparticle,2.0492413928185024e-27,True,"""A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."" [GOC:BHF, GOC:mah, PMID:16373184]",136,41,18,22090,0.43902439024390244,0.1323529411764706,query_1,"['GO:0005615', 'GO:0110165']","['C3', 'C4BPA', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3', 'CP', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'JCHAIN', 'LGALS3BP']","[['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA']]",2.469335878346295e-25
LMH,2,GO:CC,GO:0070062,extracellular exosome,4.2452293343006795e-26,True,"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]",2109,41,34,22090,0.8292682926829268,0.016121384542437174,query_1,"['GO:0005615', 'GO:1903561']","['ANXA6', 'B2M', 'C2', 'C3', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CP', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGLV1-51', 'ITIH3', 'JCHAIN', 'KRT10', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA']]",2.1702488806697893e-24
LMH,3,GO:CC,GO:0005615,extracellular space,4.4361349402045454e-26,True,"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]",3284,41,38,22090,0.926829268292683,0.011571254567600487,query_1,"['GO:0005576', 'GO:0110165']","['ANXA6', 'B2M', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CP', 'CPN1', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51', 'ITIH3', 'JCHAIN', 'KRT10', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['HDA'], ['HDA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'HDA', 'IBA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IBA'], ['HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA'], ['HDA'], ['HDA', 'IBA'], ['HDA', 'IBA', 'TAS', 'NAS'], ['HDA', 'IBA', 'TAS'], ['IDA', 'HDA', 'TAS'], ['IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA'], ['IDA', 'HDA'], ['IDA', 'HDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['IDA', 'HDA', 'IBA'], ['IDA', 'HDA', 'NAS'], ['IDA', 'HDA', 'NAS'], ['HDA', 'IBA'], ['IDA', 'HDA', 'IBA'], ['IBA'], ['IBA'], ['HDA', 'IBA'], ['HDA'], ['IDA', 'IMP', 'HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'ISS', 'IBA', 'IEA'], ['IDA', 'HDA', 'IBA', 'TAS'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IMP', 'HDA', 'IBA', 'IEA'], ['HDA', 'IBA']]",2.1702488806697893e-24
LMH,4,GO:CC,GO:1903561,extracellular vesicle,6.205301613107188e-26,True,"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]",2133,41,34,22090,0.8292682926829268,0.015939990623534926,query_1,"['GO:0031982', 'GO:0065010']","['ANXA6', 'B2M', 'C2', 'C3', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CP', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGLV1-51', 'ITIH3', 'JCHAIN', 'KRT10', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA']]",2.1702488806697893e-24
LMH,5,GO:CC,GO:0043230,extracellular organelle,6.303627454227604e-26,True,"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]",2134,41,34,22090,0.8292682926829268,0.015932521087160263,query_1,"['GO:0005576', 'GO:0043226']","['ANXA6', 'B2M', 'C2', 'C3', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CP', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGLV1-51', 'ITIH3', 'JCHAIN', 'KRT10', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA']]",2.1702488806697893e-24
LMH,6,GO:CC,GO:0065010,extracellular membrane-bounded organelle,6.303627454227604e-26,True,"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]",2134,41,34,22090,0.8292682926829268,0.015932521087160263,query_1,"['GO:0043227', 'GO:0043230']","['ANXA6', 'B2M', 'C2', 'C3', 'C5', 'C6', 'C8A', 'C9', 'CD44', 'CFB', 'CFH', 'CFHR3', 'CP', 'CST3', 'FCGR3A', 'FGA', 'FGB', 'FGG', 'HP', 'IGHA1', 'IGHA2', 'IGKV1-5', 'IGKV3-20', 'IGLV1-51', 'ITIH3', 'JCHAIN', 'KRT10', 'LBP', 'LGALS3BP', 'LRG1', 'SAA1', 'SAA4', 'SERPINA1', 'VWF']","[['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA'], ['HDA']]",2.1702488806697893e-24
LMH,7,KEGG,KEGG:04610,Complement and coagulation cascades,2.3095392929859225e-25,True,Complement and coagulation cascades,86,24,16,8161,0.6666666666666666,0.18604651162790697,query_1,['KEGG:00000'],"['C1R', 'C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3', 'FGA', 'FGB', 'FGG', 'SERPINA1', 'VWF']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]",6.957487120120092e-24
LMH,8,REAC,REAC:R-HSA-977606,Regulation of Complement cascade,6.4639423874018385e-21,True,Regulation of Complement cascade,101,38,16,10835,0.42105263157894735,0.15841584158415842,query_1,['REAC:R-HSA-166658'],"['C2', 'C3', 'C4BPA', 'C5', 'C6', 'C8A', 'C9', 'CFB', 'CFH', 'CFHR3', 'CPN1', 'IGKV1-5', 'IGKV3-20', 'IGKV3D-20', 'IGLV1-40', 'IGLV1-51']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",1.7309001281820478e-19
