,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
127,GO:BP,GO:0051248,negative regulation of protein metabolic process,2.431724317988928e-09,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]",981,225,39,21010,0.17333333333333334,0.039755351681957186,query_1,"['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']","['VTN', 'SERPINA1', 'APOD', 'A2M', 'APCS', 'F2', 'AHSG', 'SERPING1', 'KNG1', 'APOE', 'AMBP', 'SERPINA3', 'ITIH4', 'ITIH2', 'SERPINF1', 'CP', 'PRKDC', 'ITIH1', 'SERPINC1', 'SERPINA6', 'CLU', 'SERPINF2', 'HRG', 'AGT', 'SERPIND1', 'CD44', 'ITIH3', 'CPB2', 'ECM1', 'SERPINA5', 'SERPINA4', 'FBLN1', 'SERPINA7', 'ADARB1', 'CST3', 'SERPINA10', 'FETUB', 'ADIPOQ', 'PI16']","[['IDA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IBA'], ['IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'ISS', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IBA'], ['IMP'], ['IBA', 'IEA'], ['IMP'], ['IEA'], ['IEA'], ['IDA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IDA'], ['IBA'], ['IDA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA']]"
128,GO:BP,GO:0048583,regulation of response to stimulus,2.6684077477164165e-09,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3909,225,87,21010,0.38666666666666666,0.022256331542594012,query_1,"['GO:0050789', 'GO:0050896']","['IGHG4', 'IGHA1', 'SAA1', 'IGHM', 'IGHA2', 'IGHG2', 'FGG', 'APOA1', 'APOC3', 'CD5L', 'VTN', 'IGHG1', 'HPX', 'APOD', 'C4B', 'A2M', 'LRG1', 'FGB', 'APCS', 'FGA', 'C4A', 'C3', 'APOH', 'CFH', 'F2', 'AHSG', 'C1QC', 'SERPING1', 'KNG1', 'CFB', 'APOE', 'AMBP', 'PLG', 'FN1', 'C9', 'PRKDC', 'MAP2K7', 'C4BPA', 'SERPINC1', 'CLU', 'SERPINF2', 'LBP', 'C1QA', 'F10', 'HRG', 'AGT', 'CFHR3', 'PROS1', 'C1R', 'C8A', 'CD44', 'FCGR3A', 'C8B', 'CPB2', 'C7', 'C2', 'C5', 'C1S', 'KLKB1', 'FCN3', 'KRT1', 'ECM1', 'C6', 'C8G', 'GPLD1', 'VWF', 'CFI', 'PGLYRP2', 'FBLN1', 'MASP2', 'F12', 'F11', 'MBL2', 'C4BPB', 'PRDX2', 'MASP1', 'B2M', 'CDH5', 'C1RL', 'VASN', 'ADIPOQ', 'PROC', 'CFD', 'CD14', 'PI16', 'TFRC', 'GP1BA']","[['NAS'], ['NAS'], ['NAS'], ['NAS'], ['NAS'], ['NAS'], ['IDA'], ['IDA'], ['IDA'], ['IEA'], ['TAS', 'NAS', 'IC'], ['NAS'], ['IEA'], ['IDA'], ['IGI', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA'], ['IC'], ['IDA', 'IBA'], ['IGI', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS'], ['IMP', 'NAS'], ['IDA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IBA'], ['TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'TAS', 'IC', 'IEA'], ['TAS', 'NAS'], ['IDA', 'IEA'], ['IDA'], ['IBA', 'NAS', 'IEA'], ['IDA', 'IEA'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IMP', 'TAS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'TAS', 'NAS', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS'], ['IBA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'NAS', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IBA', 'TAS', 'NAS', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'NAS', 'IEA'], ['IPI', 'NAS', 'IEA'], ['HMP', 'IEA'], ['IDA', 'IBA', 'TAS', 'NAS', 'IEA'], ['NAS', 'IEA'], ['IDA'], ['IDA'], ['IEA'], ['IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IPI', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IGI'], ['IEA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'ISS', 'NAS', 'IEA'], ['IMP', 'IBA', 'TAS'], ['TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IMP'], ['IDA', 'TAS']]"
129,REAC,REAC:R-HSA-983705,Signaling by the B Cell Receptor (BCR),5.241178257316263e-09,True,Signaling by the B Cell Receptor (BCR),163,174,19,10835,0.10919540229885058,0.1165644171779141,query_1,['REAC:R-HSA-1280218'],"['IGKV3D-20', 'IGHM', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'IGKV4-1', 'IGHV1-2', 'IGLV2-11', 'IGLV1-47', 'IGKV1-5', 'IGLV6-57', 'IGLV1-51', 'IGHV1-69', 'IGLV1-40', 'IGHV1-46', 'IGKV1D-16', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
130,GO:BP,GO:0032101,regulation of response to external stimulus,6.529765251278419e-09,True,"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]",1062,225,40,21010,0.17777777777777778,0.03766478342749529,query_1,"['GO:0009605', 'GO:0048583']","['SAA1', 'FGG', 'APOA1', 'VTN', 'HPX', 'A2M', 'FGB', 'APCS', 'FGA', 'C3', 'APOH', 'CFH', 'F2', 'AHSG', 'SERPING1', 'KNG1', 'APOE', 'PLG', 'PRKDC', 'SERPINC1', 'SERPINF2', 'LBP', 'HRG', 'AGT', 'PROS1', 'CPB2', 'C5', 'KLKB1', 'FCN3', 'KRT1', 'PGLYRP2', 'F12', 'F11', 'MBL2', 'PRDX2', 'CDH5', 'ADIPOQ', 'PROC', 'CD14', 'GP1BA']","[['NAS'], ['IDA'], ['IDA'], ['NAS', 'IC'], ['IEA'], ['IDA'], ['IDA'], ['IC'], ['IDA', 'IBA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IBA', 'TAS'], ['IMP'], ['IDA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IC', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IBA', 'IEA'], ['TAS'], ['IEA'], ['IBA', 'IEA'], ['IDA'], ['IDA', 'TAS', 'IEA'], ['NAS'], ['NAS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['IGI'], ['ISS', 'NAS', 'IEA'], ['IMP', 'IBA', 'TAS'], ['IDA', 'ISS', 'IEA'], ['IDA', 'TAS']]"
131,GO:BP,GO:0034377,plasma lipoprotein particle assembly,8.771780501163838e-09,True,"""The non-covalent aggregation and arrangement of proteins and lipids to form a plasma lipoprotein particle."" [GOC:BHF, GOC:mah]",26,225,9,21010,0.04,0.34615384615384615,query_1,"['GO:0065005', 'GO:0071827', 'GO:0097006']","['APOA1', 'APOC3', 'APOC1', 'APOA2', 'APOA4', 'APOE', 'APOB', 'APOM', 'LCAT']","[['IDA'], ['TAS'], ['TAS'], ['IDA', 'IBA'], ['TAS'], ['IDA'], ['IC'], ['ISS', 'IBA', 'IEA'], ['IEA']]"
132,GO:BP,GO:0015918,sterol transport,9.202455587263965e-09,True,"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]",123,225,15,21010,0.06666666666666667,0.12195121951219512,query_1,"['GO:0006869', 'GO:0015850']","['APOA1', 'APOC3', 'APOC2', 'APOC1', 'APOA2', 'APOA4', 'APOE', 'PON1', 'SPG11', 'APOB', 'CLU', 'APOM', 'LCAT', 'PLTP', 'ADIPOQ']","[['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IC'], ['IDA', 'IMP', 'IC'], ['IDA', 'IBA', 'IC'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'IEA'], ['IDA'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IDA']]"
133,GO:BP,GO:0001867,"complement activation, lectin pathway",9.754953136648497e-09,True,"""Any process involved in the activation of any of the steps of the lectin pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]",11,225,7,21010,0.03111111111111111,0.6363636363636364,query_1,"['GO:0006956', 'GO:0045087']","['A2M', 'SERPING1', 'FCN3', 'KRT1', 'MASP2', 'MBL2', 'MASP1']","[['IDA'], ['IDA'], ['IDA', 'IEA'], ['IPI'], ['IDA', 'IBA'], ['IDA', 'IPI', 'IEA'], ['IMP', 'IEA']]"
134,GO:BP,GO:0034384,high-density lipoprotein particle clearance,9.754953136648497e-09,True,"""The process in which a high-density lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:mah]",11,225,7,21010,0.03111111111111111,0.6363636363636364,query_1,['GO:0034381'],"['APOA1', 'APOC3', 'APOC2', 'APOA2', 'APOE', 'APOM', 'GPLD1']","[['IC'], ['IMP', 'IBA'], ['IMP', 'IBA'], ['IDA'], ['IDA'], ['ISS', 'IBA', 'IEA'], ['ISS']]"
135,REAC,REAC:R-HSA-8963888,Chylomicron assembly,1.2128238158065436e-08,True,Chylomicron assembly,10,174,7,10835,0.040229885057471264,0.7,query_1,['REAC:R-HSA-8963898'],"['APOA1', 'APOC3', 'APOC2', 'APOA2', 'APOA4', 'APOE', 'APOB']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
136,REAC,REAC:R-HSA-8963901,Chylomicron remodeling,1.2128238158065436e-08,True,Chylomicron remodeling,10,174,7,10835,0.040229885057471264,0.7,query_1,['REAC:R-HSA-8963899'],"['APOA1', 'APOC3', 'APOC2', 'APOA2', 'APOA4', 'APOE', 'APOB']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
137,GO:BP,GO:0051336,regulation of hydrolase activity,1.5167418102649806e-08,True,"""Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."" [GOC:ai]",944,225,37,21010,0.16444444444444445,0.03919491525423729,query_1,['GO:0050790'],"['APOA1', 'APOC3', 'APOC2', 'VTN', 'APOC1', 'SERPINA1', 'A2M', 'APCS', 'APOH', 'APOA2', 'AHSG', 'SERPING1', 'KNG1', 'APOA4', 'AMBP', 'SERPINA3', 'ITIH4', 'ITIH2', 'SERPINF1', 'ITIH1', 'SERPINC1', 'SERPINA6', 'SERPINF2', 'HRG', 'SERPIND1', 'CD44', 'ITIH3', 'GSN', 'ECM1', 'GPLD1', 'SERPINA5', 'SERPINA4', 'SERPINA7', 'CST3', 'SERPINA10', 'FETUB', 'PI16']","[['IDA', 'IEA'], ['IDA', 'IBA'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IBA'], ['IBA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'IBA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IBA'], ['IBA', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IMP'], ['IEA'], ['IMP'], ['IDA'], ['ISS'], ['IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IBA'], ['IDA', 'IBA', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], ['IEA']]"
138,GO:BP,GO:0006869,lipid transport,1.8302979625167922e-08,True,"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]",434,225,25,21010,0.1111111111111111,0.0576036866359447,query_1,"['GO:0010876', 'GO:0071702']","['APOA1', 'APOC3', 'APOC2', 'APOC1', 'APOD', 'LPA', 'APOH', 'RBP4', 'APOA2', 'APOA4', 'APOE', 'PON1', 'SPG11', 'APOB', 'CLU', 'APOM', 'LBP', 'APOF', 'AGT', 'LCAT', 'APOL1', 'APOC4', 'SERPINA5', 'PLTP', 'ADIPOQ']","[['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IC', 'IEA'], ['IDA', 'IMP', 'IC', 'IEA'], ['IDA', 'IBA', 'IC', 'IEA'], ['IEA'], ['IEA'], ['ISS'], ['IBA', 'IC', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'ISS', 'IEA'], ['IDA'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['TAS', 'IEA'], ['NAS'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA']]"
139,GO:BP,GO:1900048,positive regulation of hemostasis,1.903325953628981e-08,True,"""Any process that activates or increases the frequency, rate or extent of hemostasis."" [GOC:TermGenie]",28,225,9,21010,0.04,0.32142857142857145,query_1,"['GO:0007599', 'GO:0048518', 'GO:1900046']","['VTN', 'APOH', 'F2', 'PLG', 'SERPINF2', 'HRG', 'CPB2', 'F12', 'PRDX2']","[['NAS'], ['IDA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IEA'], ['IBA'], ['IEA'], ['IDA'], ['IEA']]"
140,GO:BP,GO:0030194,positive regulation of blood coagulation,1.903325953628981e-08,True,"""Any process that activates or increases the frequency, rate or extent of blood coagulation."" [GOC:mah]",28,225,9,21010,0.04,0.32142857142857145,query_1,"['GO:0007596', 'GO:0030193', 'GO:0050820', 'GO:0090303', 'GO:1900048']","['VTN', 'APOH', 'F2', 'PLG', 'SERPINF2', 'HRG', 'CPB2', 'F12', 'PRDX2']","[['NAS'], ['IDA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IEA'], ['IBA'], ['IEA'], ['IDA'], ['IEA']]"
141,GO:BP,GO:0034381,plasma lipoprotein particle clearance,2.1657063211926012e-08,True,"""The process in which a lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:mah, GOC:tb]",40,225,10,21010,0.044444444444444446,0.25,query_1,"['GO:0032501', 'GO:0097006']","['APOA1', 'APOC3', 'APOC2', 'APOC1', 'APOA2', 'APOE', 'APOB', 'APOM', 'GPLD1', 'ADIPOQ']","[['IC'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA', 'IGI', 'IBA'], ['IDA'], ['IDA', 'IMP', 'IEA'], ['IMP'], ['ISS', 'IBA', 'IEA'], ['ISS'], ['IDA']]"
142,GO:BP,GO:0034370,triglyceride-rich lipoprotein particle remodeling,2.3199348037367212e-08,True,"""The acquisition, loss or modification of a protein or lipid within a triglyceride-rich lipoprotein particle, including the hydrolysis of triglyceride by lipoprotein lipase, with the subsequent loss of free fatty acid, and the transfer of cholesterol esters to a triglyceride-rich lipoprotein particle by cholesteryl ester transfer protein (CETP), with the simultaneous transfer of triglyceride from a triglyceride-rich lipoprotein particle."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]",12,225,7,21010,0.03111111111111111,0.5833333333333334,query_1,['GO:0034369'],"['APOA1', 'APOC3', 'APOC2', 'APOA2', 'APOA4', 'APOE', 'LCAT']","[['IDA'], ['IDA', 'IC'], ['TAS', 'IC'], ['IDA', 'IBA'], ['IDA', 'IBA', 'IC'], ['IDA', 'IGI', 'IEA'], ['IDA']]"
143,GO:BP,GO:0034372,very-low-density lipoprotein particle remodeling,2.3199348037367212e-08,True,"""The acquisition, loss or modification of a protein or lipid within a very-low-density lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase or lipoprotein lipase and the subsequent loss of free fatty acid."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]",12,225,7,21010,0.03111111111111111,0.5833333333333334,query_1,['GO:0034370'],"['APOA1', 'APOC3', 'APOC2', 'APOA2', 'APOA4', 'APOE', 'LCAT']","[['IDA'], ['IDA', 'IC'], ['TAS', 'IC'], ['IDA'], ['IDA', 'IBA'], ['IDA', 'IGI', 'IEA'], ['IDA']]"
144,GO:BP,GO:0065005,protein-lipid complex assembly,2.734301254188632e-08,True,"""The aggregation, arrangement and bonding together of proteins and lipids to form a protein-lipid complex."" [GOC:jl]",29,225,9,21010,0.04,0.3103448275862069,query_1,"['GO:0065003', 'GO:0071825']","['APOA1', 'APOC3', 'APOC1', 'APOA2', 'APOA4', 'APOE', 'APOB', 'APOM', 'LCAT']","[['IDA'], ['TAS'], ['TAS'], ['IDA', 'IBA'], ['IMP', 'TAS'], ['IDA'], ['IC'], ['ISS', 'IBA', 'IEA'], ['IEA']]"
145,REAC,REAC:R-HSA-975634,Retinoid metabolism and transport,2.7868018493483236e-08,True,Retinoid metabolism and transport,44,174,11,10835,0.06321839080459771,0.25,query_1,"['REAC:R-HSA-2187338', 'REAC:R-HSA-6806667']","['APOA1', 'APOC3', 'APOC2', 'RBP4', 'APOA2', 'APOA4', 'APOE', 'APOB', 'APOM', 'TTR', 'HSPG2']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
146,GO:BP,GO:0010876,lipid localization,2.831331439795877e-08,True,"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]",481,225,26,21010,0.11555555555555555,0.05405405405405406,query_1,['GO:0033036'],"['APOA1', 'APOC3', 'APOC2', 'APOC1', 'APOD', 'LPA', 'C3', 'APOH', 'RBP4', 'APOA2', 'APOA4', 'APOE', 'PON1', 'SPG11', 'APOB', 'CLU', 'APOM', 'LBP', 'APOF', 'AGT', 'LCAT', 'APOL1', 'APOC4', 'SERPINA5', 'PLTP', 'ADIPOQ']","[['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IC', 'IEA'], ['IDA', 'IMP', 'IC', 'IEA'], ['IDA', 'IBA', 'IC', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['ISS'], ['IBA', 'IC', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IGI', 'ISS', 'IEA'], ['IDA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['TAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IEA'], ['TAS', 'IEA'], ['NAS'], ['IDA'], ['IEA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA']]"
147,REAC,REAC:R-HSA-2454202,Fc epsilon receptor (FCERI) signaling,3.6857160371918e-08,True,Fc epsilon receptor (FCERI) signaling,182,174,19,10835,0.10919540229885058,0.1043956043956044,query_1,['REAC:R-HSA-168249'],"['IGKV3D-20', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'IGKV4-1', 'IGHV1-2', 'IGLV2-11', 'IGLV1-47', 'IGKV1-5', 'IGLV6-57', 'IGLV1-51', 'IGHV1-69', 'IGLV1-40', 'MAP2K7', 'IGHV1-46', 'IGKV1D-16', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
148,GO:BP,GO:0050820,positive regulation of coagulation,3.870024644211601e-08,True,"""Any process that activates or increases the frequency, rate or extent of coagulation."" [GOC:ai]",30,225,9,21010,0.04,0.3,query_1,"['GO:0050817', 'GO:0050818', 'GO:0051240']","['VTN', 'APOH', 'F2', 'PLG', 'SERPINF2', 'HRG', 'CPB2', 'F12', 'PRDX2']","[['NAS'], ['IDA', 'TAS'], ['IDA', 'IBA', 'TAS'], ['IDA'], ['IDA', 'IEA'], ['IBA'], ['IEA'], ['IDA'], ['IEA']]"
149,REAC,REAC:R-HSA-174577,Activation of C3 and C5,4.686834398940093e-08,True,Activation of C3 and C5,7,174,6,10835,0.034482758620689655,0.8571428571428571,query_1,['REAC:R-HSA-166658'],"['C4B', 'C4A', 'C3', 'CFB', 'C2', 'C5']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
150,GO:BP,GO:0051918,negative regulation of fibrinolysis,4.980898000583421e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]",13,225,7,21010,0.03111111111111111,0.5384615384615384,query_1,"['GO:0030194', 'GO:0032103', 'GO:0042730', 'GO:0048519', 'GO:0051917']","['VTN', 'APOH', 'F2', 'PLG', 'SERPINF2', 'HRG', 'CPB2']","[['NAS'], ['IDA'], ['TAS'], ['IDA'], ['IDA', 'IEA'], ['IBA'], ['IEA']]"
151,GO:BP,GO:0001906,cell killing,5.1306733428489326e-08,True,"""Any process in an organism that results in the killing of its own cells or those of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."" [GOC:add]",218,225,18,21010,0.08,0.08256880733944955,query_1,['GO:0009987'],"['CD5L', 'IGHG1', 'C3', 'CFH', 'F2', 'C9', 'HRG', 'C8A', 'FCGR3A', 'C8B', 'C7', 'C5', 'APOL1', 'C6', 'C8G', 'LYZ', 'MBL2', 'B2M']","[['IEA'], ['IDA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'IEA'], ['IDA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA']]"
152,GO:BP,GO:0016485,protein processing,5.586703674871488e-08,True,"""Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein."" [GOC:curators, GOC:jl, GOC:jsg]",249,225,19,21010,0.08444444444444445,0.07630522088353414,query_1,"['GO:0006508', 'GO:0051604']","['FGG', 'CD5L', 'FGB', 'FGA', 'APOH', 'SERPINF2', 'GSN', 'F9', 'CPB2', 'KLKB1', 'CLEC3B', 'CPN1', 'F12', 'COMP', 'F11', 'BCHE', 'MASP1', 'HGFAC', 'C1RL']","[['IDA'], ['IBA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['ISS', 'IEA'], ['IDA', 'IBA'], ['IEA'], ['IDA', 'TAS'], ['ISS'], ['IBA'], ['IDA', 'IBA'], ['IEA'], ['IDA'], ['TAS'], ['IBA'], ['IBA'], ['IBA']]"
153,GO:BP,GO:0030449,regulation of complement activation,5.743898354735217e-08,True,"""Any process that modulates the frequency, rate or extent of complement activation."" [GOC:go_curators]",21,225,8,21010,0.035555555555555556,0.38095238095238093,query_1,"['GO:0002697', 'GO:0002920', 'GO:0006956']","['CD5L', 'A2M', 'C3', 'CFH', 'SERPING1', 'C4BPA', 'C4BPB', 'MASP1']","[['IEA'], ['IDA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IDA']]"
154,REAC,REAC:R-HSA-5653656,Vesicle-mediated transport,6.731612921893424e-08,True,Vesicle-mediated transport,718,174,37,10835,0.21264367816091953,0.05153203342618384,query_1,['REAC:0000000'],"['IGKV3D-20', 'IGHA1', 'HP', 'SAA1', 'ALB', 'IGHA2', 'JCHAIN', 'IGKV3-20', 'IGHV3-7', 'IGLV3-21', 'APOA1', 'HBB', 'HPX', 'IGKV4-1', 'SERPINA1', 'IGHV1-2', 'IGLV2-11', 'IGLV1-47', 'TF', 'IGKV1-5', 'IGLV6-57', 'IGLV1-51', 'HPR', 'IGHV1-69', 'APOE', 'AMBP', 'IGLV1-40', 'APOB', 'IGHV1-46', 'IGKV1D-16', 'IGKV1-16', 'IGHV2-5', 'IGKV1-17', 'APOL1', 'MASP1', 'F5', 'TFRC']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
